Job_ID,Titre,Societe,Description,Skills,Categories,Annees_Experience,Niveau_Experience,Education,Salaire,Lieu,Type_Contrat,Mode_Travail,Date_Publication,Date_Relative,Expire,Source,Lien
100010,SAP Consultant,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) SAP Consultant. Le/La candidat(e) idéal(e) maîtrise SAP MM | SAP SD | SAP FI et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SAP MM | · SAP SD | · SAP FI | · SAP HANA | · ABAP,informatique / télécoms,2 ans d'exp,Manager,,1000 - 1500 TND,"Hammam Sousse, Sousse",CDI | CDD,Présentiel,2026-01-30,30 janvier 2026,Non,Tunijobs,https://www.tunijobs.com/job/100010/sap-consultant/
100011,QA Engineer,APTIV,APTIV recrute un(e) QA Engineer. Le/La candidat(e) idéal(e) maîtrise Agile Testing | JIRA | Selenium et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Agile Testing | · JIRA | · Selenium | · Test Automation | · JUnit,informatique / télécoms,5+ Yrs of Exp,Senior Management,,4000 - 5000 TND,Sfax,CDD,Teletravail,2026-02-09,9 février 2026,Non,Tunijobs,https://www.tunijobs.com/job/100011/qa-engineer/
100012,Marketing Manager,BANK ABC,BANK ABC recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise Brand Management | SEO | Google Ads et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Brand Management | · SEO | · Google Ads | · Digital Marketing | · CRM,communication / publicité / média,1 an d'exp,Directeur,,1000 - 1300 TND,Tunis,Stage,Hybrid,2026-02-06,6 février 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100012/marketing-manager/
100013,Procurement Officer,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) Procurement Officer. Le/La candidat(e) idéal(e) maîtrise ERP | Sourcing | Procurement et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ERP | · Sourcing | · Procurement | · Contract Management | · Negotiation,commerce / vente / distribution,60 ans d'exp,Sans exp,,1200 - 1400 TND,Sfax,CDI,Hybride,2026-02-01,1 février 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100013/procurement-officer/
100014,HR Manager,SAFRAN,SAFRAN recrute un(e) HR Manager. Le/La candidat(e) idéal(e) maîtrise HRIS | Performance Management | Labor Law et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· HRIS | · Performance Management | · Labor Law | · Recruitment | · Payroll,recrutement / ressources humaines,5+ Yrs of Exp,Senior,,1200 - 1400 TND,Ariana,CDD,Présentiel,2026-02-26,26 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100014/hr-manager/
100015,Cloud Architect,SAFRAN,SAFRAN recrute un(e) Cloud Architect. Le/La candidat(e) idéal(e) maîtrise Azure | GCP | Terraform et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Azure | · GCP | · Terraform | · AWS | · Kubernetes,informatique / télécoms,2 ans d'exp,Junior,,800 - 1100 TND,Sfax,Stage,Télétravail complet,2026-01-31,31 janvier 2026,Non,Tunijobs,https://www.tunijobs.com/job/100015/cloud-architect/
100016,Frontend Developer,SAFRAN,SAFRAN recrute un(e) Frontend Developer. Le/La candidat(e) idéal(e) maîtrise CSS | TypeScript | Vue.js et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· CSS | · TypeScript | · Vue.js | · JavaScript | · React.js,informatique / télécoms,1 an d'exp,Sans exp,,1100 - 1400 TND,Monastir,SIVP,Remote,2026-02-27,27 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100016/frontend-developer/
100017,Content Writer,SAMSUNG TUNISIA,SAMSUNG TUNISIA recrute un(e) Content Writer. Le/La candidat(e) idéal(e) maîtrise English | WordPress | SEO et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· English | · WordPress | · SEO | · Copywriting | · French,communication / publicité / média,1 an d'exp,Experienced,,800 - 1100 TND,Tunis,CDI | SIVP,Remote,2026-03-20,20 mars 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100017/content-writer/
100018,Legal Counsel,BIAT,BIAT recrute un(e) Legal Counsel. Le/La candidat(e) idéal(e) maîtrise Corporate Law | Legal Research | Litigation et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Corporate Law | · Legal Research | · Litigation | · Compliance | · Contract Law,juridique / droit,2 ans d'exp,Directeur,,800 - 1100 TND,"Oued Ellil, La Manouba",CDI,Remote,2026-02-26,26 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100018/legal-counsel/
100019,SEO Specialist,POULINA GROUP,POULINA GROUP recrute un(e) SEO Specialist. Le/La candidat(e) idéal(e) maîtrise HTML | Keyword Research | Google Analytics et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· HTML | · Keyword Research | · Google Analytics | · SEO | · SEM,informatique / télécoms,7+ Yrs of Exp,Manager,,1100 - 1400 TND,Monastir,SIVP,Télétravail complet,2026-03-07,7 mars 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100019/seo-specialist/
100020,Data Scientist,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Data Scientist. Le/La candidat(e) idéal(e) maîtrise Statistics | Scikit-learn | Python et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Statistics | · Scikit-learn | · Python | · Pandas | · TensorFlow,informatique / télécoms,1 - 3 Yrs of Exp,Manager,,1500 - 2500 TND,Sfax,CDD,Hybrid,2026-02-19,19 février 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100020/data-scientist/
100021,Frontend Developer,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Frontend Developer. Le/La candidat(e) idéal(e) maîtrise JavaScript | HTML | React.js et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· JavaScript | · HTML | · React.js | · TypeScript | · Vue.js,informatique / télécoms,2-4 an,Entry Level,,1000 - 1300 TND,Sfax,CDD | SIVP,Présentiel,2026-01-22,22 janvier 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100021/frontend-developer/
100022,AI Engineer,MICROSOFT TUNISIA,MICROSOFT TUNISIA recrute un(e) AI Engineer. Le/La candidat(e) idéal(e) maîtrise TensorFlow | NLP | Computer Vision et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· TensorFlow | · NLP | · Computer Vision | · Python | · Hugging Face,informatique / télécoms,1 an d'exp,Senior,,2500 - 4000 TND,Ben Arous,CDI,Sur site,2026-03-07,7 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100022/ai-engineer/
100023,Cloud Architect,DELICE DANONE,DELICE DANONE recrute un(e) Cloud Architect. Le/La candidat(e) idéal(e) maîtrise GCP | Azure | Terraform et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· GCP | · Azure | · Terraform | · Microservices | · Kubernetes,informatique / télécoms,2 ans d'exp,Manager,,800 - 1100 TND,La Manouba,CDI | SIVP,Présentiel,2026-03-16,16 mars 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100023/cloud-architect/
100024,Logistics Coordinator,SOFRECOM,SOFRECOM recrute un(e) Logistics Coordinator. Le/La candidat(e) idéal(e) maîtrise Shipping | Import | Export et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Shipping | · Import | · Export | · Customs | · Transport Management,logistique / transport,3 - 7 Yrs of Exp,Senior,,1500 - 2500 TND,"La Soukra, Ariana",Stage,Remote,2026-02-08,8 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100024/logistics-coordinator/
100025,Mobile Developer,TUNISIE TELECOM,TUNISIE TELECOM recrute un(e) Mobile Developer. Le/La candidat(e) idéal(e) maîtrise React Native | iOS | Kotlin et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· React Native | · iOS | · Kotlin | · Flutter | · Swift,informatique / télécoms,7+ Yrs of Exp,Directeur,,1100 - 1400 TND,Sousse,Stage,Hybride,2026-02-01,1 février 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100025/mobile-developer/
100026,Accountant,PROXYM GROUP,PROXYM GROUP recrute un(e) Accountant. Le/La candidat(e) idéal(e) maîtrise Accounting | QuickBooks | Excel et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Accounting | · QuickBooks | · Excel | · Tax | · IFRS,banque / finance / assurances,3 - 7 Yrs of Exp,Directeur,,800 - 1100 TND,"Hammam Sousse, Sousse",CDD,Remote,2026-03-04,4 mars 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100026/accountant/
100027,AI Engineer,PROXYM GROUP,PROXYM GROUP recrute un(e) AI Engineer. Le/La candidat(e) idéal(e) maîtrise Python | Computer Vision | TensorFlow et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Python | · Computer Vision | · TensorFlow | · LLMs | · NLP,informatique / télécoms,1 an d'exp,Senior,,1100 - 1400 TND,Sousse,CDI | SIVP,Hybrid,2026-01-22,22 janvier 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100027/ai-engineer/
100028,Business Intelligence Analyst,CARTHAGO CERAMICS,CARTHAGO CERAMICS recrute un(e) Business Intelligence Analyst. Le/La candidat(e) idéal(e) maîtrise ETL | DAX | Tableau et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ETL | · DAX | · Tableau | · SQL | · Power BI,banque / finance / assurances,3 - 7 Yrs of Exp,Entry Level,,800 - 1100 TND,"Lac 2, Tunis",CDI | CDD,Sur site,2026-01-25,25 janvier 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100028/business-intelligence-analyst/
100029,Graphic Designer,SAMSUNG TUNISIA,SAMSUNG TUNISIA recrute un(e) Graphic Designer. Le/La candidat(e) idéal(e) maîtrise Illustrator | InDesign | Typography et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Illustrator | · InDesign | · Typography | · Photoshop | · Branding,communication / publicité / média,2 ans d'exp,Entry Level,,1100 - 1400 TND,"Hammam Sousse, Sousse",CDI | CDD,Hybrid,2026-02-09,9 février 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100029/graphic-designer/
100030,Embedded Systems Engineer,DELPHI TECHNOLOGIES,DELPHI TECHNOLOGIES recrute un(e) Embedded Systems Engineer. Le/La candidat(e) idéal(e) maîtrise C++ | PCB Design | ARM et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· C++ | · PCB Design | · ARM | · RTOS | · Microcontrollers,électronique / électricité / énergie,1 - 3 Yrs of Exp,Sans exp,,800 - 1100 TND,Ben Arous,SIVP,Teletravail,2026-02-12,12 février 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100030/embedded-systems-engineer/
100031,SEO Specialist,CARTHAGO CERAMICS,CARTHAGO CERAMICS recrute un(e) SEO Specialist. Le/La candidat(e) idéal(e) maîtrise Keyword Research | SEM | Google Analytics et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Keyword Research | · SEM | · Google Analytics | · HTML | · SEO,informatique / télécoms,2-4 an,Senior,,1100 - 1400 TND,"La Soukra, Ariana",CDD | SIVP,Hybride,2026-02-01,1 février 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100031/seo-specialist/
100032,Marketing Manager,TELNET HOLDING,TELNET HOLDING recrute un(e) Marketing Manager. Le/La candidat(e) idéal(e) maîtrise SEO | Google Ads | Digital Marketing et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SEO | · Google Ads | · Digital Marketing | · CRM | · Brand Management,communication / publicité / média,3 - 7 Yrs of Exp,Senior Management,,1000 - 1300 TND,Monastir,CDI | CDD,Hybride,2026-03-21,21 mars 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100032/marketing-manager/
100033,Product Manager,HUAWEI TUNISIA,HUAWEI TUNISIA recrute un(e) Product Manager. Le/La candidat(e) idéal(e) maîtrise Product Roadmap | User Stories | Scrum et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Product Roadmap | · User Stories | · Scrum | · Agile | · Jira,informatique / télécoms,2 ans d'exp,Sans exp,,1200 - 1400 TND,Sousse,Stage,Hybride,2026-01-25,25 janvier 2026,Yes,Keejob,https://www.keejob.com/offres-emploi/100033/product-manager/
100034,Electrical Engineer,EVERIENCE TUNISIA,EVERIENCE TUNISIA recrute un(e) Electrical Engineer. Le/La candidat(e) idéal(e) maîtrise Power Systems | Electrical Design | AutoCAD et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Power Systems | · Electrical Design | · AutoCAD | · SCADA | · PLC,électronique / électricité / énergie,5+ Yrs of Exp,Senior Management,,2500 - 4000 TND,"La Soukra, Ariana",CDI | CDD,Teletravail,2026-02-09,9 février 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100034/electrical-engineer/
100035,Mechanical Engineer,VALEO TUNISIA,VALEO TUNISIA recrute un(e) Mechanical Engineer. Le/La candidat(e) idéal(e) maîtrise FEA | AutoCAD | Manufacturing et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· FEA | · AutoCAD | · Manufacturing | · Thermodynamics | · SolidWorks,industrie / production / maintenance,60 ans d'exp,Senior,,1100 - 1400 TND,Ariana,SIVP,Hybrid,2026-03-06,6 mars 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100035/mechanical-engineer/
100036,Graphic Designer,TELNET HOLDING,TELNET HOLDING recrute un(e) Graphic Designer. Le/La candidat(e) idéal(e) maîtrise Illustrator | Typography | Photoshop et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Illustrator | · Typography | · Photoshop | · Branding | · InDesign,communication / publicité / média,7+ Yrs of Exp,Sans exp,,1500 - 2500 TND,"La Soukra, Ariana",CDI | CDD,Remote,2026-03-19,19 mars 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100036/graphic-designer/
100037,UX/UI Designer,INTILAAQ,INTILAAQ recrute un(e) UX/UI Designer. Le/La candidat(e) idéal(e) maîtrise User Research | Wireframing | Prototyping et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· User Research | · Wireframing | · Prototyping | · Figma | · Adobe XD,communication / publicité / média,5+ Yrs of Exp,Entry Level,,2500 - 4000 TND,Nabeul,CDI | SIVP,Hybride,2026-03-23,23 mars 2026,Yes,Tunijobs,https://www.tunijobs.com/job/100037/uxui-designer/
100038,Graphic Designer,GFI TUNISIE,GFI TUNISIE recrute un(e) Graphic Designer. Le/La candidat(e) idéal(e) maîtrise Typography | Illustrator | Branding et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Typography | · Illustrator | · Branding | · Photoshop | · InDesign,communication / publicité / média,1 an d'exp,Sans exp,,1500 - 2500 TND,"Hammam Sousse, Sousse",CDD | SIVP,Télétravail complet,2026-02-20,20 février 2026,No,Tunijobs,https://www.tunijobs.com/job/100038/graphic-designer/
100039,Frontend Developer,INTILAAQ,INTILAAQ recrute un(e) Frontend Developer. Le/La candidat(e) idéal(e) maîtrise CSS | Vue.js | React.js et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· CSS | · Vue.js | · React.js | · JavaScript | · TypeScript,informatique / télécoms,7+ Yrs of Exp,Manager,,4000 - 5000 TND,Sousse,CDI,Hybrid,2026-02-10,10 février 2026,No,Keejob,https://www.keejob.com/offres-emploi/100039/frontend-developer/
100040,Customer Services Officer,ORANGE TUNISIE,ORANGE TUNISIE recrute un(e) Customer Services Officer. Le/La candidat(e) idéal(e) maîtrise Problem Solving | CRM | Communication et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Problem Solving | · CRM | · Communication | · Customer Care,call center / télévente,7+ Yrs of Exp,Entry Level,,1000 - 1300 TND,Monastir,CDI,Hybride,2026-02-03,3 février 2026,Yes,TunisieTravail,https://www.tunisietravail.net/offre/100040/customer-services-officer/
100041,Full Stack Developer,SOPRA HR SOFTWARE,SOPRA HR SOFTWARE recrute un(e) Full Stack Developer. Le/La candidat(e) idéal(e) maîtrise Node.js | React.js | Docker et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Node.js | · React.js | · Docker | · PostgreSQL | · MongoDB,informatique / télécoms,1 an d'exp,Manager,,1200 - 1400 TND,Sousse,CDI | CDD,Hybride,2026-01-29,29 janvier 2026,Non,Wuzzuf,https://wuzzuf.net/jobs/p/100041/full-stack-developer/
100042,Social Media Manager,ORANGE TUNISIE,ORANGE TUNISIE recrute un(e) Social Media Manager. Le/La candidat(e) idéal(e) maîtrise Meta Ads | Analytics | Content Creation et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Meta Ads | · Analytics | · Content Creation | · Social Media | · Canva,communication / publicité / média,2 ans d'exp,Junior,,1100 - 1400 TND,"Oued Ellil, La Manouba",CDD | SIVP,Remote,2026-03-04,4 mars 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100042/social-media-manager/
100043,Product Manager,TELNET HOLDING,TELNET HOLDING recrute un(e) Product Manager. Le/La candidat(e) idéal(e) maîtrise User Stories | Scrum | Agile et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· User Stories | · Scrum | · Agile | · Product Roadmap | · Jira,informatique / télécoms,7+ Yrs of Exp,Experienced,,1000 - 1300 TND,"La Soukra, Ariana",CDD | SIVP,Hybrid,2026-03-01,1 mars 2026,Non,Keejob,https://www.keejob.com/offres-emploi/100043/product-manager/
100044,Supply Chain Analyst,INTILAAQ,INTILAAQ recrute un(e) Supply Chain Analyst. Le/La candidat(e) idéal(e) maîtrise Forecasting | Supply Chain Management | SAP et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Forecasting | · Supply Chain Management | · SAP | · Logistics | · Excel,logistique / transport,2-4 an,Entry Level,,4000 - 5000 TND,Monastir,CDI | CDD,Télétravail complet,2026-02-24,24 février 2026,Yes,Wuzzuf,https://wuzzuf.net/jobs/p/100044/supply-chain-analyst/
100045,SEO Specialist,ESPRIT SCHOOL,ESPRIT SCHOOL recrute un(e) SEO Specialist. Le/La candidat(e) idéal(e) maîtrise Keyword Research | Google Analytics | SEO et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Keyword Research | · Google Analytics | · SEO | · SEM | · HTML,informatique / télécoms,60 ans d'exp,Sans exp,,1500 - 2500 TND,Tunis,CDI | CDD,Télétravail complet,2026-02-03,3 février 2026,No,Wuzzuf,https://wuzzuf.net/jobs/p/100045/seo-specialist/
100046,Backend Developer,SATORIPHAN GROUP,SATORIPHAN GROUP recrute un(e) Backend Developer. Le/La candidat(e) idéal(e) maîtrise Django | Spring Boot | Redis et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Django | · Spring Boot | · Redis | · REST API | · PostgreSQL,informatique / télécoms,1 an d'exp,Directeur,,1000 - 1300 TND,Ariana,CDD | SIVP,Remote,2026-02-16,16 février 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100046/backend-developer/
100047,Content Writer,COFICAB,COFICAB recrute un(e) Content Writer. Le/La candidat(e) idéal(e) maîtrise SEO | WordPress | French et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SEO | · WordPress | · French | · English | · Copywriting,communication / publicité / média,3 - 7 Yrs of Exp,Sans exp,,1200 - 1400 TND,Ben Arous,CDD | SIVP,Présentiel,2026-03-05,5 mars 2026,No,Keejob,https://www.keejob.com/offres-emploi/100047/content-writer/
100048,Mechanical Engineer,DELPHI TECHNOLOGIES,DELPHI TECHNOLOGIES recrute un(e) Mechanical Engineer. Le/La candidat(e) idéal(e) maîtrise Manufacturing | FEA | AutoCAD et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· Manufacturing | · FEA | · AutoCAD | · Thermodynamics | · SolidWorks,industrie / production / maintenance,1 - 3 Yrs of Exp,Entry Level,,1200 - 1400 TND,Sfax,CDD | SIVP,Teletravail,2026-03-06,6 mars 2026,No,Tunijobs,https://www.tunijobs.com/job/100048/mechanical-engineer/
100049,Cybersecurity Engineer,AIRBUS TUNISIA,AIRBUS TUNISIA recrute un(e) Cybersecurity Engineer. Le/La candidat(e) idéal(e) maîtrise ISO 27001 | Penetration Testing | SIEM et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· ISO 27001 | · Penetration Testing | · SIEM | · Firewall | · Network Security,informatique / télécoms,1 - 3 Yrs of Exp,Senior,,1200 - 1400 TND,Ben Arous,CDD,Hybrid,2026-02-05,5 février 2026,Non,TunisieTravail,https://www.tunisietravail.net/offre/100049/cybersecurity-engineer/
100050,SAP Consultant,BANK ABC,BANK ABC recrute un(e) SAP Consultant. Le/La candidat(e) idéal(e) maîtrise SAP HANA | SAP SD | ABAP et dispose d'une solide expérience dans le domaine. Rejoignez une équipe dynamique et contribuez à des projets innovants.,· SAP HANA | · SAP SD | · ABAP | · SAP MM | · SAP FI,informatique / télécoms,2-4 an,Senior Management,,1000 - 1300 TND,Tunis,CDI | SIVP,Hybrid,2026-02-07,7 février 2026,No,TunisieTravail,https://www.tunisietravail.net/offre/100050/sap-consultant/
